POI_id,POI_catid,POI_catid_code,POI_catname,POI_catname_,latitude,longitude,city,countryCode
4bf6dca2508c0f4727003d31,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.584206,-112.148983,Phoenix,US
4b155042f964a52039b023e3,b8bdee8af7144aeaa3bbb9f26b30a227,219,Hockey Arena,Arts & Entertainment,33.531879,-112.261133,Phoenix,US
4f314b3ce4b010a3c0031649,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,Shop & Service,33.641563,-112.080027,Phoenix,US
4f5ffa96e4b0f492ad03a355,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.491809,-112.078933,Phoenix,US
4b911535f964a520e4a233e3,633893add8f143da91cc4499bc69f825,120,High School,Professional & Other Places,33.656549,-112.04381,Phoenix,US
4b5df632f964a520367629e3,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,Shop & Service,33.52480300000001,-112.20416000000002,Phoenix,US
4dc364a11f6ef43b89e2d8bd,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.642392,-112.065522,Phoenix,US
4df0b3a8fa76042fed6f4b0b,16cc1f7d21c748beafcc3a4e0a4c770f,14,Bar,Nightlife Spot,33.447552,-112.072593,Phoenix,US
4bfb637b8f32ef3b981605aa,0b930a0245ff477a933890dbbe344d0f,227,Train Station,Travel & Transport,33.501412,-112.073821,Phoenix,US
4f36fb6ce4b0948a81a13608,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.661436,-112.077445,Phoenix,US
4c2e27dc260bc9289b341bd3,da5c52ae1a514f07be40e2039a1d8302,357,Residential Building (Apartment / Condo),Residence,33.501622999999995,-112.074397,Phoenix,US
4baa3545f964a52057533ae3,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,Outdoors & Recreation,33.457175,-112.065001,Phoenix,US
4d1f5638e56f6ea8ad936c1d,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.53992,-112.101291,Phoenix,US
4e5f99148877f0d84af5212e,c61ad108db1a42e4bb5266a95b08dc14,51,Parking,Professional & Other Places,33.441875,-111.95458700000002,Phoenix,US
4f29b962e4b018893929a6fc,e8207cc6255e4e30a0c3afc4631f263f,138,Cocktail Bar,Nightlife Spot,33.494188,-112.003632,Phoenix,US
4bba8cd0b35776b0d01bcb01,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,Outdoors & Recreation,33.639558,-112.011416,Phoenix,US
4adcd7bdf964a520633021e3,0935da85d4ae4f6cbebd37d1df042005,185,Bank,Shop & Service,33.435559999999995,-112.040377,Phoenix,US
4b5e1745f964a5201b7d29e3,a0789738c36845869f3ce75c08096039,88,Miscellaneous Shop,Shop & Service,33.420481,-112.223196,Phoenix,US
4bb2d6724019a5938d5f37b8,0fcd0a6c336f4d719943e5678a11f30a,308,Taco Place,Food,33.422546000000004,-112.225068,Phoenix,US
4f31c0a1e4b09c40b42e5492,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.529272,-112.101291,Phoenix,US
4f36aadde4b00d9f9592ecf7,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.384525,-112.077445,Phoenix,US
4e4fe7f1d4c0b6da5d8474c8,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.625215000000004,-112.112495,Phoenix,US
4ed58ced722eff15bf6ec897,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.559477,-112.053599,Phoenix,US
4ae9cd0ff964a5208fb621e3,d28ecd5a004e4972896b64560c14990a,278,Light Rail,Travel & Transport,33.486813,-112.073891,Phoenix,US
4b96ef4cf964a520e8ee34e3,4331c0b145b54e08954ad86768e5526d,236,Burger Joint,Food,33.507684000000005,-112.039867,Phoenix,US
4c0c793fb1b676b0d437df86,0935da85d4ae4f6cbebd37d1df042005,185,Bank,Shop & Service,33.412511,-111.964223,Phoenix,US
4bf1afcad39ad13aa688aa0e,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,Outdoors & Recreation,33.592806,-111.980128,Phoenix,US
4e686baa483bc776306af822,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.652501,-112.125137,Phoenix,US
4abdee78f964a520838b20e3,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,Shop & Service,33.488271999999995,-112.081581,Phoenix,US
4bc904fc937ca593ee0fa592,633893add8f143da91cc4499bc69f825,120,High School,Professional & Other Places,33.537217,-112.107861,Phoenix,US
4e357d37fa7656ba31711cdd,3dc3421e5ea54a9a8aa960cd910d0fff,249,Professional & Other Places,Professional & Other Places,33.480940999999994,-112.005495,Phoenix,US
4bd77f77304fce7206a433ab,da5c52ae1a514f07be40e2039a1d8302,357,Residential Building (Apartment / Condo),Residence,33.487017,-112.084934,Phoenix,US
4d3f5ed34677548175134ef4,092e201bb63a4b6eab7c08ad32a2d169,16,Automotive Shop,Shop & Service,33.509062,-112.091816,Phoenix,US
4b153782f964a5206ca923e3,ebb3b187f7f4428cb11a4ee8769d806c,104,Electronics Store,Shop & Service,33.508107,-112.040374,Phoenix,US
4b833a52f964a5204ffe30e3,fc331a5b59d640c6bb463fdce01c0a1f,340,Building,Professional & Other Places,33.506809999999994,-112.07452,Phoenix,US
4d99fff2daec224b54636c3e,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.517325,-111.993982,Phoenix,US
4aaebc5ff964a520146320e3,1578b1b9884a48ed84704593c292e3cd,54,Mediterranean Restaurant,Food,33.465549,-112.081647,Phoenix,US
4db61e645da3a76f446076d3,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.461819,-112.005905,Phoenix,US
4cccd30c566aa093154424fd,4331c0b145b54e08954ad86768e5526d,236,Burger Joint,Food,33.510242,-112.0282,Phoenix,US
4c43db8af05e952170e3e3b3,a0789738c36845869f3ce75c08096039,88,Miscellaneous Shop,Shop & Service,33.538813,-112.20493700000002,Phoenix,US
4a82c5cdf964a52054f91fe3,d28ecd5a004e4972896b64560c14990a,278,Light Rail,Travel & Transport,33.448165,-111.98802,Phoenix,US
4b496a57f964a5206e6f26e3,48984814ad0d47e19df3a135f713e0a2,152,Strip Club,Nightlife Spot,33.486101,-112.122998,Phoenix,US
4f0fa5b6e4b0044a216c838c,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.394415,-111.959792,Phoenix,US
4c57b4c4744a0f47f2b0c9cb,da5c52ae1a514f07be40e2039a1d8302,357,Residential Building (Apartment / Condo),Residence,33.533882,-112.205764,Phoenix,US
4abd5667f964a520cb8920e3,0b930a0245ff477a933890dbbe344d0f,227,Train Station,Travel & Transport,33.448853,-112.073931,Phoenix,US
4c86832974d7b60cb7c9a4d8,4331c0b145b54e08954ad86768e5526d,236,Burger Joint,Food,33.44812,-112.074934,Phoenix,US
4c01e39c27dcc9285757e152,1578b1b9884a48ed84704593c292e3cd,54,Mediterranean Restaurant,Food,33.458791,-112.077595,Phoenix,US
4acf3fe9f964a520e5d220e3,d28ecd5a004e4972896b64560c14990a,278,Light Rail,Travel & Transport,33.447728000000005,-112.075071,Phoenix,US
4dfe3f79183806202654a639,af2a3ecb7a1c46e8b136a82d4110ac64,290,Mexican Restaurant,Food,33.55249,-112.099123,Phoenix,US
4f2cdbb0e4b03caf52386d8c,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.546603000000005,-112.065522,Phoenix,US
4bf49df1e5eba59320f01f90,8563e867974e4fb6980a1161bf686856,298,Tanning Salon,Shop & Service,33.503024,-112.065675,Phoenix,US
4e653b5bd164ddd5e6f57db4,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.476014,-112.101291,Phoenix,US
4b2c3701f964a520efc324e3,4331c0b145b54e08954ad86768e5526d,236,Burger Joint,Food,33.662059,-112.116761,Phoenix,US
4f77fbade4b06ff836b89b3c,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.570124,-112.053599,Phoenix,US
4b808240f964a520a07830e3,4331c0b145b54e08954ad86768e5526d,236,Burger Joint,Food,33.639901,-112.067639,Phoenix,US
4b5f8695f964a52089bf29e3,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,Shop & Service,33.551616,-112.179672,Phoenix,US
4d5ef64f865a224bc4b69885,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.542149,-112.089368,Phoenix,US
44e119a0f964a52014371fe3,064daa50ba5d4246b72ea2f93a19a78a,354,Gay Bar,Nightlife Spot,33.50273,-112.064652,Phoenix,US
4a9ea594f964a520c23a20e3,d28ecd5a004e4972896b64560c14990a,278,Light Rail,Travel & Transport,33.446263,-112.069302,Phoenix,US
4a750c0af964a52060e01fe3,1dcc3451379f436394cf1db918f49f60,12,Convention Center,Professional & Other Places,33.449222,-112.069722,Phoenix,US
4c4cea15f5afa593347ab2d6,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,Shop & Service,33.638813,-112.069111,Phoenix,US
4d9e33c20efda0934b2cac28,82850b4350904bf7ae2306ab043e7754,282,Sports Bar,Nightlife Spot,33.522971000000005,-112.049389,Phoenix,US
4ade0262f964a5204e6721e3,e53277d905564b2d80ec9eba0e73996b,324,General Entertainment,Arts & Entertainment,33.449234000000004,-112.076505,Phoenix,US
4d2dd4f1aa5c6ea89297b004,d1fb6539f4d24f8e9db891e67ed0bb07,75,Other Great Outdoors,Outdoors & Recreation,33.386446,-111.967721,Phoenix,US
4b523fcff964a520a07227e3,6eb1282a9ae54aa8879817b684e6c8ac,314,Bookstore,Shop & Service,33.538408000000004,-112.18373400000002,Phoenix,US
4e9105f0d3e3187fc3280877,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.513635,-112.184751,Phoenix,US
4c44d8c92d3ec9b6b6782fae,7e3f285ebf70474db064b99025bac03d,277,Bowling Alley,Arts & Entertainment,33.447601,-112.074344,Phoenix,US
4b3d4b4ef964a520ca9125e3,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,Shop & Service,33.581478000000004,-111.979103,Phoenix,US
4f400706e4b08b2472905ec8,9e136e5f03164be691fd822254f1c958,204,Neighborhood,Outdoors & Recreation,33.532775,-112.047593,Phoenix,US
4c049930f56c2d7f4e831e66,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.504868,-111.946287,Phoenix,US
4c7828ec748cb71390fb3568,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.622829,-112.113214,Phoenix,US
4b3fed0ef964a52043b225e3,064daa50ba5d4246b72ea2f93a19a78a,354,Gay Bar,Nightlife Spot,33.508874,-112.083721,Phoenix,US
413ba880f964a520891b1fe3,1962ee385567436d807d71312a7af69e,137,Rock Club,Arts & Entertainment,33.487399,-112.08238500000002,Phoenix,US
4a5e773bf964a520a0be1fe3,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,Outdoors & Recreation,33.506888000000004,-112.037276,Phoenix,US
4a7f61d9f964a520daf31fe3,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,Shop & Service,33.510413,-112.266476,Phoenix,US
4b1c4b7bf964a520a70524e3,53efab68625543b88fe4eb1111a86dd7,66,Fast Food Restaurant,Food,33.50891,-112.265553,Phoenix,US
4e6f8bdda809952e23e9c3cf,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.480920000000005,-112.017829,Phoenix,US
44e0acc6f964a52008371fe3,17320b59f8a54c3b8547c959e373b4eb,147,Restaurant,Food,33.422944,-111.951783,Phoenix,US
4f642e55e4b036e3e7baaf0d,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.663666,-112.065522,Phoenix,US
4df969e2d22d964c6b9a1f38,da5c52ae1a514f07be40e2039a1d8302,357,Residential Building (Apartment / Condo),Residence,33.456845,-111.967215,Phoenix,US
4c0c4e266071a59371aae232,da5c52ae1a514f07be40e2039a1d8302,357,Residential Building (Apartment / Condo),Residence,33.542112,-112.263099,Phoenix,US
4f07ad40e4b0882d22570418,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.476014,-112.101291,Phoenix,US
4a7bc3dff964a520c4eb1fe3,b8e3da9d74a940d1b2727f16b0522067,63,BBQ Joint,Food,33.533124,-112.260875,Phoenix,US
4c450c6fdcd61b8dc1477c56,fc331a5b59d640c6bb463fdce01c0a1f,340,Building,Professional & Other Places,33.396283000000004,-111.950925,Phoenix,US
4e659602d22d509a3af6a273,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.429967,-111.970592,Phoenix,US
4c0e91e975f99c748379ecc4,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.446609,-112.006886,Phoenix,US
4e3f5fe652b1a04aff31f558,7ab55411dbce49ccbf61c9545a64890a,92,Sandwich Place,Food,33.49543,-112.019881,Phoenix,US
4adb6b33f964a5203a2721e3,84fbba2b094c45a290db31d860e4e11d,195,Farmers Market,Shop & Service,33.495870000000004,-112.020042,Phoenix,US
4c0eb32e75f99c745482ecc4,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.480842,-111.988739,Phoenix,US
4c0ec81d7189c9289d11d9b6,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.448497,-112.077445,Phoenix,US
4dbc16570cb691071c993e8c,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.441181,-111.958889,Phoenix,US
4bf447fd706e20a1b028a998,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.501528,-112.056681,Phoenix,US
4a3260c4f964a520449a1fe3,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.68450900000001,-112.094291,Phoenix,US
4bdf2124e75c0f47e3fac903,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.44239,-111.954756,Phoenix,US
4dd83121e4cd37c893bfa0b5,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.621598,-112.005905,Phoenix,US
4de4eca37d8b2547eb3dab1d,4dc1ac7e345a4ba095a4cab9bc58292d,127,School,Professional & Other Places,33.530333,-112.058195,Phoenix,US
4caf54189cba9521362f92d9,8563e867974e4fb6980a1161bf686856,298,Tanning Salon,Shop & Service,33.655856,-112.062224,Phoenix,US
4b717ceff964a5203f492de3,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.42435,-111.996024,Phoenix,US
4c0690b32e80a593884b74f9,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.420604,-111.969893,Phoenix,US
4ae1c10cf964a5202a8721e3,e6efad379be046779b363be07120fb3b,108,Coffee Shop,Drink,33.442277000000004,-111.955506,Phoenix,US
4bfe844ef61dc9b67e87a0de,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.451931,-112.071009,Phoenix,US
4bc746c292b376b067604f3a,fee1b155d4b848a8a375e6868dc2242b,161,College Administrative Building,College & University,33.408316,-112.013855,Phoenix,US
4af07396f964a52031dc21e3,daef0aa2165f402ca84a64c1fe70c104,347,City Hall,Professional & Other Places,33.44853,-112.076563,Phoenix,US
4e8c9722469079cdfaeaf234,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.514653,-112.065522,Phoenix,US
4d62ccea1ee8721e8f0cc521,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.514653,-112.065522,Phoenix,US
4de834c3c65b72347a0b1a99,912480f995da48499415bf21720aa35e,226,Garden,Outdoors & Recreation,33.418031,-111.947816,Phoenix,US
4d7d4425d1c28eec5ac71a74,b2b672ba05b34e9fa0745a2de043d9f8,60,Jewelry Store,Shop & Service,33.624393,-112.030699,Phoenix,US
4c1a9e04b4e62d7f1a18d893,aab47d91a01b432aa2d5d2973bd9ac0e,240,Car Wash,Shop & Service,33.451744,-112.083129,Phoenix,US
4e3ffaa58877b00cfc6757e7,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.479328,-112.06981,Phoenix,US
4a918c24f964a520a51a20e3,eaddb3d18dd04b5182fecc6ac0ef219f,221,College Academic Building,College & University,33.452994,-112.073594,Phoenix,US
4e9e6f12b80311ce20899ba4,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),Residence,33.584731,-112.089368,Phoenix,US
4303cf80f964a52013271fe3,cae079240fe94f6da2d9525b8274c175,34,Mall,Shop & Service,33.60250300000001,-111.983728,Phoenix,US
4f6fa37ee4b01d94feaf4d41,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.581751000000004,-112.008576,Phoenix,US
4ca23fb3750ca093d3c20e67,7116134b915945058a0bf129b1a99a48,32,Caf,Drink,33.412089,-112.01375,Phoenix,US
4b302880f964a52013f724e3,b8e3da9d74a940d1b2727f16b0522067,63,BBQ Joint,Food,33.561034,-112.115872,Phoenix,US
4a4d0858f964a52079ad1fe3,bfe53afadf5946498ef9af628547515c,248,Pizza Place,Food,33.502227000000005,-111.995743,Phoenix,US
4c47396731e41b8d5c194c35,c61ad108db1a42e4bb5266a95b08dc14,51,Parking,Professional & Other Places,33.482033,-112.090459,Phoenix,US
4e803d31b8f72f128eb57b23,fc331a5b59d640c6bb463fdce01c0a1f,340,Building,Professional & Other Places,33.399028,-111.949341,Phoenix,US
4a9acd1bf964a520cb3220e3,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,Shop & Service,33.584752,-111.978859,Phoenix,US
4b40f475f964a52029be25e3,043264505aa546a7a8cbc7f6fffbad5e,326,Salad Place,Food,33.576377,-112.117944,Phoenix,US
4e7f9d419a52a0fcc38a3a26,dbd823ee65ec431899cb2a441ae6142f,238,Road,Travel & Transport,33.378158,-111.968274,Phoenix,US
4afdbaa6f964a520462a22e3,af2a3ecb7a1c46e8b136a82d4110ac64,290,Mexican Restaurant,Food,33.442442,-112.06598,Phoenix,US
4d8d1c7b788c5481c5c519fd,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.403201,-111.966039,Phoenix,US
4b0c7246f964a520753d23e3,de4bce34f0334017b2fb8d430e6c1913,202,College Residence Hall,College & University,33.453571999999994,-112.072392,Phoenix,US
4a9f6130f964a520213d20e3,d28ecd5a004e4972896b64560c14990a,278,Light Rail,Travel & Transport,33.509599,-112.09891299999998,Phoenix,US
4bda48eec79cc9286c697ee9,b7feb7cd921e4090858f2105033cbc61,250,Gym,Outdoors & Recreation,33.447897,-112.073556,Phoenix,US
4b25b646f964a520967524e3,cae079240fe94f6da2d9525b8274c175,34,Mall,Shop & Service,33.508481,-112.041364,Phoenix,US
4c3fcb29da3dc928e780c6b9,84fbba2b094c45a290db31d860e4e11d,195,Farmers Market,Shop & Service,33.639218,-112.071673,Phoenix,US
4e499690d4c0dae7bfc1c4a6,918247ac647246ba907fbe5f0e01c225,86,Art Gallery,Arts & Entertainment,33.427716,-111.973209,Phoenix,US
4b434117f964a5208edd25e3,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,Outdoors & Recreation,33.636953000000005,-112.071147,Phoenix,US
4cdf3fddf8a4a1438937ddbc,d1fb6539f4d24f8e9db891e67ed0bb07,75,Other Great Outdoors,Outdoors & Recreation,33.381933000000004,-112.0832,Phoenix,US
4ae22eb3f964a520898b21e3,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,Shop & Service,33.510735,-112.085267,Phoenix,US
4b4e8298f964a5200ff026e3,65c2be14fae44efba124a3d1f6edd735,136,Italian Restaurant,Food,33.581339,-112.118189,Phoenix,US
472f0b7ff964a520104c1fe3,d0304d4e99ef4d63afae4071a1a26ce4,2,Baseball Stadium,Arts & Entertainment,33.448946,-111.955369,Phoenix,US
4d9f094f7f1b721e566f940f,f359c3fa78534f839ff7b9677c01517b,305,Airport Tram,Travel & Transport,33.43527,-111.983179,Phoenix,US
4b4ba41ff964a520a6a226e3,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,Shop & Service,33.553448,-112.117723,Phoenix,US
4dae37a35da3cca6f0a5449d,43e6651381db4af09a9b65012b4644b5,272,Event Space,Professional & Other Places,33.50949,-112.073693,Phoenix,US
472edc25f964a5200a4c1fe3,f61eeed0b51040d49e94b6dac8ca42a9,111,Breakfast Spot,Food,33.457457,-112.072349,Phoenix,US
4b589c3ff964a520206128e3,f61eeed0b51040d49e94b6dac8ca42a9,111,Breakfast Spot,Food,33.509636,-112.07201,Phoenix,US
4bfd731ee529c9286ff2ba8c,1c70457360b5457d96d1d920f15cc5af,128,Fire Station,Professional & Other Places,33.445566,-112.057403,Phoenix,US
4a7e8cb4f964a52000f21fe3,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,Shop & Service,33.496081,-112.172256,Phoenix,US
4cb0d0dfb4b0a35d36d24cce,092e201bb63a4b6eab7c08ad32a2d169,16,Automotive Shop,Shop & Service,33.508767,-112.049154,Phoenix,US
4b43e455f964a5205bed25e3,d1fb6539f4d24f8e9db891e67ed0bb07,75,Other Great Outdoors,Outdoors & Recreation,33.530112,-112.10478700000002,Phoenix,US
4ab906b1f964a520bb7d20e3,b8e73a846beb4e4e85195e50569576ac,131,Community College,College & University,33.483107000000004,-112.089171,Phoenix,US
4b7feedef964a520444530e3,53efab68625543b88fe4eb1111a86dd7,66,Fast Food Restaurant,Food,33.508728999999995,-112.046202,Phoenix,US
4e4c3de9d164e69742c94916,d3290a46c9eb4cb99ce99764282e277c,232,Office,Professional & Other Places,33.543236,-112.047897,Phoenix,US
4b4b3fcbf964a520839526e3,e6efad379be046779b363be07120fb3b,108,Coffee Shop,Drink,33.518296,-112.064629,Phoenix,US
4a5f8353f964a520c2bf1fe3,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,Shop & Service,33.477308,-111.984715,Phoenix,US
4a575fa8f964a5200cb61fe3,e6efad379be046779b363be07120fb3b,108,Coffee Shop,Drink,33.453265,-112.072293,Phoenix,US
4f75c8b2e4b062e51d54e66c,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,Shop & Service,33.480647,-112.033365,Phoenix,US
4b084658f964a520ef0723e3,14c35ac8254c4703895943dbbf38325d,198,Library,Professional & Other Places,33.57808,-112.119854,Phoenix,US
