node_name/poi_id,checkin_cnt,poi_catid,poi_catid_code,poi_catname,latitude,longitude
4bfd731ee529c9286ff2ba8c,10,1c70457360b5457d96d1d920f15cc5af,128,Fire Station,33.445566,-112.057403
4acb5a15f964a52089c320e3,13,17320b59f8a54c3b8547c959e373b4eb,147,Restaurant,33.52376,-112.047595
4afb07d9f964a5207a1a22e3,8,7ab55411dbce49ccbf61c9545a64890a,92,Sandwich Place,33.507425,-112.039819
4a3e8accf964a52009a31fe3,6,d8a4c0db54bf4c6da5102833c19f8a36,39,Diner,33.480043,-112.080604
4abe9a5ef964a520c78e20e3,11,82850b4350904bf7ae2306ab043e7754,282,Sports Bar,33.495459000000004,-112.003131
4b155042f964a52039b023e3,29,b8bdee8af7144aeaa3bbb9f26b30a227,219,Hockey Arena,33.531879,-112.261133
4b3be4cff964a520cc7d25e3,5,53efab68625543b88fe4eb1111a86dd7,66,Fast Food Restaurant,33.508885,-112.063109
4dbcd5a493a08f9274c92550,23,a491733f9d20449ebc7b35e88010a56a,139,Beer Garden,33.447962,-112.073995
4a8deb48f964a5206f1120e3,11,bfe53afadf5946498ef9af628547515c,248,Pizza Place,33.509523,-112.060233
4c40927dd7fad13a542c06da,9,1c70457360b5457d96d1d920f15cc5af,128,Fire Station,33.445996,-112.057316
4fbb410fe4b039e2d71c6c4d,10,09f7f0bd3d9241a1a87a6a89bbc72005,36,Speakeasy,33.512265,-112.060322
48ba760cf964a520cb511fe3,8,912480f995da48499415bf21720aa35e,226,Garden,33.46244,-111.944598
472f0ea0f964a520134c1fe3,33,51c5a79f4a3c43628c3e944286e49400,135,Movie Theater,33.521109,-112.094372
449e9fb9f964a520c0341fe3,341,d10b904561624510ac517c143d3ec50c,119,Airport,33.435624,-112.003066
4b055fd4f964a520fa5722e3,6,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.466275,-112.065892
4b08a1b2f964a520e00f23e3,27,89eaa9e76df9447393adede8fc8b44cd,164,Wine Shop,33.510046,-112.045634
4b7348dbf964a52050a62de3,9,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.517672,-112.06353
4a7f95b2f964a5205bf41fe3,8,d69203a6830e4d51adfbdaf71754266c,207,Dessert Shop,33.510127000000004,-112.02791
4adb6b33f964a5203a2721e3,11,84fbba2b094c45a290db31d860e4e11d,195,Farmers Market,33.495870000000004,-112.020042
4a56bc73f964a520b9b51fe3,9,16cc1f7d21c748beafcc3a4e0a4c770f,14,Bar,33.505251,-112.037078
4f8dc22be4b009dda439162b,5,820320f0543841c1bd3e7508852147f2,193,Gas Station / Garage,33.639737,-112.093161
44e119a0f964a52014371fe3,6,064daa50ba5d4246b72ea2f93a19a78a,354,Gay Bar,33.50273,-112.064652
4d5192ffbd6ff04d9c2df30c,3,af2a3ecb7a1c46e8b136a82d4110ac64,290,Mexican Restaurant,33.538875,-112.098685
4db235964df0b371d10bd2a0,12,57a6934e11db4d998674871654476fb8,257,Ice Cream Shop,33.513535,-112.073379
4a9c3627f964a520713620e3,6,7ab55411dbce49ccbf61c9545a64890a,92,Sandwich Place,33.510502,-112.04632
50e2180de4b0a2f21aee7c05,11,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,33.510997,-112.083346
4ff4a1d2164872baae4a71b3,5,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),33.645788,-112.160906
4bc08e9a74a9a5938b2dd0f6,23,78ec05ae74f74999bc5765bae12b422a,351,Airport Terminal,33.43547,-111.997032
4af5ccebf964a52004fd21e3,10,14c35ac8254c4703895943dbbf38325d,198,Library,33.462897,-112.072884
4a6b58bbf964a52087ce1fe3,10,918247ac647246ba907fbe5f0e01c225,86,Art Gallery,33.472528000000004,-112.072686
4b61e82ff964a5206e2a2ae3,6,0dbf566de15244418220b684c192a76a,374,Hobby Shop,33.508949,-112.05861000000002
413ba880f964a520891b1fe3,7,1962ee385567436d807d71312a7af69e,137,Rock Club,33.487399,-112.08238500000002
4b155041f964a52037b023e3,89,985200d9350441489eebebbc33dac743,21,Basketball Stadium,33.445829,-112.071168
4b550f58f964a520a9d927e3,11,d65836ca9e304c19b593a09a5653bad4,359,Hotel,33.449490000000004,-112.072048
413ba880f964a5202e1b1fe3,3,8972bfc122c3429eb7222730baaac161,268,Sushi Restaurant,33.509699,-112.061063
4b9932f0f964a5201c6935e3,7,d65836ca9e304c19b593a09a5653bad4,359,Hotel,33.379458,-111.961765
4adf5c9ff964a520e47921e3,3,53efab68625543b88fe4eb1111a86dd7,66,Fast Food Restaurant,33.377595,-111.96403
4d9a909eb4fa3704141a890d,5,78ec05ae74f74999bc5765bae12b422a,351,Airport Terminal,33.436651,-111.999259
4d90b5601d06b1f7855e7a3b,8,78ec05ae74f74999bc5765bae12b422a,351,Airport Terminal,33.436299,-111.999556
4abcdca5f964a5207c8720e3,40,fc331a5b59d640c6bb463fdce01c0a1f,340,Building,33.493958,-112.067452
4f8cf088e4b0e5ed77af2653,36,48984814ad0d47e19df3a135f713e0a2,152,Strip Club,33.493879,-112.067601
4e89be544901b86fc2a4ecd8,9,378c0bf7698c4c76aa4003d83c7934e3,47,Chinese Restaurant,33.49503,-112.061302
4a8f680ef964a520311520e3,7,186b77490e434231b2882cf2ff2d2495,286,Music Venue,33.454395,-112.014653
4a4ea188f964a520d6ae1fe3,9,af2a3ecb7a1c46e8b136a82d4110ac64,290,Mexican Restaurant,33.491267,-112.079237
4b74c998f964a5200bf22de3,6,32b784165f5246c8bb4b2b6c7eeb3132,338,Performing Arts Venue,33.496993,-112.06942
4e834c68d22dd6a659cc904e,25,d3290a46c9eb4cb99ce99764282e277c,232,Office,33.487334000000004,-112.070758
4bc47e11abf495215112c593,12,820320f0543841c1bd3e7508852147f2,193,Gas Station / Garage,33.486963,-112.068872
4aec87edf964a52057c821e3,16,d28ecd5a004e4972896b64560c14990a,278,Light Rail,33.495619,-112.073802
4aabe4a4f964a520bb5a20e3,17,d28ecd5a004e4972896b64560c14990a,278,Light Rail,33.464762,-112.073815
4a826b71f964a5202bf91fe3,49,b8e73a846beb4e4e85195e50569576ac,131,Community College,33.571064,-112.189964
4b6f10d9f964a520adda2ce3,48,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.516345,-112.082831
4b25b646f964a520967524e3,4,cae079240fe94f6da2d9525b8274c175,34,Mall,33.508481,-112.041364
4a501cd2f964a520f9af1fe3,10,e83d090079ac4ed5a09a54ff4ae63724,372,Park,33.498401,-112.069373
44c8c318f964a520ed351fe3,21,f12245572898439886377df1f8db3fde,156,American Restaurant,33.491616,-112.073432
4c85b06347cc224bce9ba39f,127,0b5817ff78e943bc9fd7436a113f0a6e,279,City,33.448251,-112.07376200000002
4e91a17cd22dccc37f2f198f,11,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.495296999999994,-111.979884
4ab2ee42f964a520066d20e3,10,bfe53afadf5946498ef9af628547515c,248,Pizza Place,33.509485999999995,-112.040326
4c3f2dc48d99b713c4151b06,33,da5c52ae1a514f07be40e2039a1d8302,357,Residential Building (Apartment / Condo),33.488049,-112.057723
4eaf8df30aafcac7e5220b78,20,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),33.484915,-112.053599
4b3aa36ff964a520ac6b25e3,11,9df4601a8c6641d5acbe50c2bef98b74,159,Drugstore / Pharmacy,33.509661,-112.046685
4b082213f964a5207c0423e3,6,2880581db1174a3e92cd69b7109f496e,215,Clothing Store,33.508136,-112.040788
4b944f4df964a520087434e3,14,8972bfc122c3429eb7222730baaac161,268,Sushi Restaurant,33.510413,-112.026258
4c550afbf5f3d13a2a4018fb,21,e8207cc6255e4e30a0c3afc4631f263f,138,Cocktail Bar,33.456067,-112.074073
4be9b67fb3352d7fdc5054d2,10,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.496592,-112.101405
4e3f5fe652b1a04aff31f558,3,7ab55411dbce49ccbf61c9545a64890a,92,Sandwich Place,33.49543,-112.019881
4b96ef4cf964a520e8ee34e3,10,4331c0b145b54e08954ad86768e5526d,236,Burger Joint,33.507684000000005,-112.039867
4b53c3edf964a520baaa27e3,21,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.506809999999994,-112.041009
4f8158ace4b01e69d7cf7ecd,9,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),33.491577,-112.017829
4cfd702e2d80a14382d856d8,5,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),33.491577,-112.017829
4a7620dbf964a52054e21fe3,39,cae079240fe94f6da2d9525b8274c175,34,Mall,33.522793,-112.09548
4b4b972cf964a52039a126e3,25,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,33.522634000000004,-112.09287
4b4fa97cf964a520b10f27e3,9,4331c0b145b54e08954ad86768e5526d,236,Burger Joint,33.598987,-111.9797
4ba8b802f964a5206fe939e3,18,d3290a46c9eb4cb99ce99764282e277c,232,Office,33.508156,-112.043192
4c8c6400f0ce236a372b18ef,31,820320f0543841c1bd3e7508852147f2,193,Gas Station / Garage,33.437243,-112.117682
4ab918c4f964a520fb7d20e3,6,82850b4350904bf7ae2306ab043e7754,282,Sports Bar,33.445671000000004,-112.066866
50341fbae4b00dd3ac5d5386,4,af2a3ecb7a1c46e8b136a82d4110ac64,290,Mexican Restaurant,33.50883,-112.035864
4bc581055935c9b61002a6d2,32,f61eeed0b51040d49e94b6dac8ca42a9,111,Breakfast Spot,33.475357,-111.98655
4b589c3ff964a520206128e3,8,f61eeed0b51040d49e94b6dac8ca42a9,111,Breakfast Spot,33.509636,-112.07201
4b749156f964a52098e42de3,14,69367fdf47304da7b98ae02076f5c47f,328,Rental Car Location,33.430832,-112.044411
4a72057af964a52025da1fe3,13,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.473943,-111.984973
4b2da880f964a5201cda24e3,9,16cc1f7d21c748beafcc3a4e0a4c770f,14,Bar,33.530649,-112.18583999999998
4ada6a3bf964a520672221e3,4,53efab68625543b88fe4eb1111a86dd7,66,Fast Food Restaurant,33.579912,-112.121531
4b4cf495f964a5206cc526e3,5,4add2bb4905a4b37b9a5d00270c79242,263,Steakhouse,33.575340999999995,-112.11630900000002
4b0fddbaf964a5209f6523e3,7,ebb3b187f7f4428cb11a4ee8769d806c,104,Electronics Store,33.609909,-112.118253
4bf44cfe94af2d7f936e3a72,3,d3290a46c9eb4cb99ce99764282e277c,232,Office,33.454781,-111.976293
4ad88a33f964a520241221e3,23,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,33.494285999999995,-112.079206
4edd5b7c0aaf49e02d1c3a19,10,af2a3ecb7a1c46e8b136a82d4110ac64,290,Mexican Restaurant,33.448111,-112.074234
4aa9bf84f964a520285520e3,13,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.638785,-112.120109
4a86ed82f964a520ab0120e3,14,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,33.636828,-112.184701
4b2c3701f964a520efc324e3,3,4331c0b145b54e08954ad86768e5526d,236,Burger Joint,33.662059,-112.116761
4bcca312b6c49c74da199491,6,d3290a46c9eb4cb99ce99764282e277c,232,Office,33.477219,-112.073885
4f3e872fe4b03dd0244f9ba5,10,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.640704,-112.18303600000002
4c4cea15f5afa593347ab2d6,25,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,33.638813,-112.069111
4afc304cf964a520692022e3,6,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,33.494752000000005,-112.017954
4f394b2ce4b0cc4ce569a3ec,20,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.448078,-112.074252
4abd5667f964a520cb8920e3,33,0b930a0245ff477a933890dbbe344d0f,227,Train Station,33.448853,-112.073931
4b37a049f964a5203e4325e3,25,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.537525,-112.098209
4aec5f71f964a52071c621e3,27,0b930a0245ff477a933890dbbe344d0f,227,Train Station,33.520454,-112.099745
4bd4ee2a6798ef3b3cb8628d,28,12104e23b34f4b659166af7c1fca1b2a,245,Home (private),33.483138000000004,-112.005905
4a5e773bf964a520a0be1fe3,53,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,33.506888000000004,-112.037276
4303cf80f964a52013271fe3,19,cae079240fe94f6da2d9525b8274c175,34,Mall,33.60250300000001,-111.983728
4b0db3d3f964a520414e23e3,4,28e6f80ad4054eda8341b3a553212021,23,Japanese Restaurant,33.537392,-112.047193
4adfc963f964a5206e7d21e3,4,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.604076,-111.98626000000002
4bf1afcad39ad13aa688aa0e,36,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,33.592806,-111.980128
4ab98e8af964a520df7f20e3,41,a4d7a629654743f1bffb5a494383a735,371,Burrito Place,33.51028400000001,-112.046288
4b8421fcf964a520d12231e3,7,820c8443a1754652ab6fcf704557f148,375,New American Restaurant,33.508955,-112.071265
4df0b3a8fa76042fed6f4b0b,23,16cc1f7d21c748beafcc3a4e0a4c770f,14,Bar,33.447552,-112.072593
4d4464d4bf61a1cd2b5408ac,9,f12245572898439886377df1f8db3fde,156,American Restaurant,33.447369,-112.072896
4d02f4c8a26854813a18afbd,6,f12245572898439886377df1f8db3fde,156,American Restaurant,33.510001,-112.024133
4abfb942f964a520d89120e3,6,82850b4350904bf7ae2306ab043e7754,282,Sports Bar,33.494619,-112.00243799999998
4a44539df964a52075a71fe3,15,9f035cf56348426095efab7b9de4957d,42,Lounge,33.449018,-112.073041
4a4d0858f964a52079ad1fe3,21,bfe53afadf5946498ef9af628547515c,248,Pizza Place,33.502227000000005,-111.995743
4a7fa1f6f964a5206af41fe3,13,9f035cf56348426095efab7b9de4957d,42,Lounge,33.494507,-111.995038
4a64ad1ef964a52078c61fe3,6,1578b1b9884a48ed84704593c292e3cd,54,Mediterranean Restaurant,33.495785999999995,-111.98817
4b342dc4f964a520d72525e3,7,af2a3ecb7a1c46e8b136a82d4110ac64,290,Mexican Restaurant,33.511316,-112.047222
4fcd5699e4b0b62703c85834,7,07c92d43113b47129b9de98e1fcf4774,297,Housing Development,33.418004,-112.273397
50a43137e4b06e4d8e38409a,11,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,33.424287,-112.271519
4bf786595efe2d7f34386934,14,f12245572898439886377df1f8db3fde,156,American Restaurant,33.534067,-112.261393
472edc25f964a5200a4c1fe3,7,f61eeed0b51040d49e94b6dac8ca42a9,111,Breakfast Spot,33.457457,-112.072349
4a384af6f964a520de9e1fe3,5,16cc1f7d21c748beafcc3a4e0a4c770f,14,Bar,33.639156,-112.185125
48ba73f9f964a520ca511fe3,7,8fd42b14d36a433c9f22c1d41a0524c4,170,Science Museum,33.448819,-112.066129
4ad2b28ef964a52082e220e3,16,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,33.421426000000004,-111.970169
4e499690d4c0dae7bfc1c4a6,2,918247ac647246ba907fbe5f0e01c225,86,Art Gallery,33.427716,-111.973209
4ade3d38f964a520337421e3,1,d65836ca9e304c19b593a09a5653bad4,359,Hotel,33.508718,-112.02939
4e2f433ac65b80dfd83f5975,4,78ec05ae74f74999bc5765bae12b422a,351,Airport Terminal,33.437116,-111.996808
4e19ba1db61c8f9ada580c54,2,903c505578fe4575bf14d12508445bfa,57,Airport Gate,33.437387,-111.99923
4bdcb76e4b1f952154db670b,12,903c505578fe4575bf14d12508445bfa,57,Airport Gate,33.437975,-111.999194
4b4f5799f964a520250227e3,8,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.507533,-112.236396
4be5fba7477d9c7479b7e62d,27,9df4601a8c6641d5acbe50c2bef98b74,159,Drugstore / Pharmacy,33.507734,-112.290594
4b26e61ff964a520b68224e3,5,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.376161,-112.166505
4b8aab62f964a520bb7832e3,13,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,33.554682,-112.255322
4b110ff3f964a520d47723e3,17,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,33.508708,-112.273333
4ac79ab7f964a52064b820e3,11,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.459367,-112.074223
4a6695cbf964a520c0c81fe3,15,064daa50ba5d4246b72ea2f93a19a78a,354,Gay Bar,33.490891,-112.047951
4b2ad184f964a5203bb024e3,18,064daa50ba5d4246b72ea2f93a19a78a,354,Gay Bar,33.483868,-112.075948
413ba880f964a520f81a1fe3,11,b611c4ea12d64b6293c45943f6ed2e5f,206,Karaoke Bar,33.521742,-112.064617
4b650686f964a5201ee02ae3,32,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,33.494775,-112.256107
4a828816f964a52038f91fe3,5,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,33.475398,-112.218647
4cd5a78a94848cfa70efe7b1,7,2ad3140025724a31821742d37e10ff4c,67,Cosmetics Shop,33.505887,-112.273583
4d3dcddd3ec9a35debba5481,4,d3290a46c9eb4cb99ce99764282e277c,232,Office,33.422681,-111.981531
4abfba97f964a520e19120e3,21,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,33.553913,-112.260361
4b573166f964a5205e2a28e3,46,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,33.481308,-112.223121
4a7f61d9f964a520daf31fe3,22,134ed7259fbb41fd9b5902acbb6be6d1,68,Department Store,33.510413,-112.266476
4c48c1fc6f1420a12730b354,8,78ec05ae74f74999bc5765bae12b422a,351,Airport Terminal,33.43572,-111.996878
4edacdbcb6344371f76bc359,7,f359c3fa78534f839ff7b9677c01517b,305,Airport Tram,33.436052000000004,-111.998002
4bd09417b221c9b6d9f8d3d0,11,c61ad108db1a42e4bb5266a95b08dc14,51,Parking,33.449545,-111.987784
4c870f1e9c808cfad7b7111e,7,78ec05ae74f74999bc5765bae12b422a,351,Airport Terminal,33.434235,-111.996742
4dc40f372271f270510933b8,5,78ec05ae74f74999bc5765bae12b422a,351,Airport Terminal,33.433626000000004,-111.999478
4bae4ec0f964a520a5a03be3,4,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,33.451164,-111.986818
4c5c85266ebe2d7f7e52d02e,6,78ec05ae74f74999bc5765bae12b422a,351,Airport Terminal,33.434056,-111.994629
4a946353f964a520692120e3,11,d28ecd5a004e4972896b64560c14990a,278,Light Rail,33.442273,-111.95626
4a4f71bbf964a52052af1fe3,8,0528a5c7d0c84edc8f9a6f6dce00046e,188,Wine Bar,33.465356,-112.082852
4b88b2eaf964a520720932e3,12,29d6e9a35fd04c47a217efed60a14877,49,Church,33.459002000000005,-112.074987
4e83d8dfb8f7b1a5009f96e5,6,d69203a6830e4d51adfbdaf71754266c,207,Dessert Shop,33.470033,-112.065339
4d39dbf934ee3704e14d719b,8,11d3fb58f312476cbb129264dfd7fd74,383,Food Truck,33.455789,-112.073483
4ae3c670f964a520db9821e3,12,d28ecd5a004e4972896b64560c14990a,278,Light Rail,33.459222,-112.073977
4b1163bef964a5207c7b23e3,8,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.456025,-112.073518
4b2c0835f964a52008c024e3,43,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.458808000000005,-112.077402
4aff0f06f964a5209e3322e3,4,f12245572898439886377df1f8db3fde,156,American Restaurant,33.37898,-111.964869
4a6e737df964a520c9d41fe3,6,390865ce4285438cb0a32d39b4a2f3ae,350,Sporting Goods Shop,33.39195,-111.96163500000002
4af07396f964a52031dc21e3,5,daef0aa2165f402ca84a64c1fe70c104,347,City Hall,33.44853,-112.076563
4cba12f9c7228cfab2af14ce,14,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.458343,-112.067778
4ef91820775b54cdb5e54762,6,1ed99bd80f6b4a30a05897998e2f64c1,358,Food & Drink Shop,33.447857,-112.073972
4bfc67562fcf9521aec735b4,6,9a05945e7e7b4b53b34196d9b90167ec,217,Coworking Space,33.448004,-112.059152
4ac3ae33f964a520599c20e3,6,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.488547,-112.065428
4b8d3b4bf964a520cbee32e3,3,65c2be14fae44efba124a3d1f6edd735,136,Italian Restaurant,33.640163,-112.186017
4f29afb06d861d463826f37b,5,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.505904,-112.074194
4ddeff8a45dd95acd4e6098c,14,e53277d905564b2d80ec9eba0e73996b,324,General Entertainment,33.449121000000005,-112.070048
413ba880f964a5208c1b1fe3,7,1f3f74596c0449e99fb17b450309349a,329,Wings Joint,33.451732,-112.069583
413ba880f964a520d81b1fe3,12,16cc1f7d21c748beafcc3a4e0a4c770f,14,Bar,33.449613,-112.071539
4add0ed9f964a520d26321e3,7,2880581db1174a3e92cd69b7109f496e,215,Clothing Store,33.507914,-112.042313
4a395979f964a5205d9f1fe3,7,820c8443a1754652ab6fcf704557f148,375,New American Restaurant,33.510252,-112.027738
4b89568df964a520c22c32e3,16,e83d090079ac4ed5a09a54ff4ae63724,372,Park,33.459659,-112.076297
4b771104f964a520c7792ee3,9,e83d090079ac4ed5a09a54ff4ae63724,372,Park,33.461731,-112.07534
4a3d9447f964a52077a21fe3,47,ebb3b187f7f4428cb11a4ee8769d806c,104,Electronics Store,33.510539,-112.028619
4a3eb5ccf964a52055a31fe3,10,918247ac647246ba907fbe5f0e01c225,86,Art Gallery,33.467583000000005,-112.073128
4ab68a4cf964a520b27720e3,34,da5c52ae1a514f07be40e2039a1d8302,357,Residential Building (Apartment / Condo),33.459516,-112.07573899999998
4b7dd115f964a52093d62fe3,9,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,33.508834,-112.114207
4ae726bff964a520e5a821e3,42,c8f5a88cbd0d4c2a9768889ee697d478,148,Convenience Store,33.53818,-112.101847
4c01e39c27dcc9285757e152,24,1578b1b9884a48ed84704593c292e3cd,54,Mediterranean Restaurant,33.458791,-112.077595
4a66768cf964a52097c81fe3,9,725570cd0acc4d93ad23408f11cfc934,114,Gym / Fitness Center,33.45291,-112.07553
4b802f9ff964a520615a30e3,4,af2a3ecb7a1c46e8b136a82d4110ac64,290,Mexican Restaurant,33.469165999999994,-112.047471
4a418de3f964a5206ba51fe3,6,2815848c963944e9a7b4eea71f55461f,144,Juice Bar,33.48393,-112.074709
414b7a80f964a520d01c1fe3,30,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.500469,-112.074053
4aeb02bbf964a5202fbd21e3,19,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.46622,-112.067553
4ef523c8c5123a724ed744e0,11,57a6934e11db4d998674871654476fb8,257,Ice Cream Shop,33.465583,-112.082245
4b2adfe6f964a52053b124e3,9,16cc1f7d21c748beafcc3a4e0a4c770f,14,Bar,33.407603,-111.947594
4ae1c10cf964a5202a8721e3,29,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.442277000000004,-111.955506
4ae79068f964a5206dac21e3,10,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.459686,-112.046388
4a918c24f964a520a51a20e3,10,eaddb3d18dd04b5182fecc6ac0ef219f,221,College Academic Building,33.452994,-112.073594
4b6497baf964a5205bc02ae3,6,e6efad379be046779b363be07120fb3b,108,Coffee Shop,33.465340999999995,-112.072354
4c13986fa1010f47bad34a18,12,5edc8207130a48ffbfe498c723b64a78,29,Bagel Shop,33.466302,-112.065932
4e8a0dc45c5c370ff4894f15,8,0a282a77d5904bb99a5985728f6d7b7d,6,Vegetarian / Vegan Restaurant,33.470165,-112.065333
4a492ee6f964a52012ab1fe3,18,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.507195,-112.037929
4a9586d9f964a520832320e3,15,6eb1282a9ae54aa8879817b684e6c8ac,314,Bookstore,33.554056,-112.101059
4aa54800f964a520d64720e3,19,82dd00b83524497bab2d367f1e2b36ab,287,Grocery Store,33.554575,-112.101021
